Compound Name,FileName,Variety,Component RT,Peak,tR_best,m/z,Intensity
"1-Dodecanol, 3,7,11-trimethyl-",INNOVATOR.csv,INNOVATOR,17.1274833333333,412,17.131,156,746069.0372840799
"5-Bromopentanoic acid, 6-ethyl-3-octyl ester",INNOVATOR.csv,INNOVATOR,17.16285,414,17.16,115,72504.73528064802
tert-Hexadecanethiol,INNOVATOR.csv,INNOVATOR,17.2336,417,17.24,194,214403.7054344648
"3-Eicosene, (E)-",INNOVATOR.csv,INNOVATOR,17.2914666666667,419,17.295,104,10034.046605639262
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-",INNOVATOR.csv,INNOVATOR,17.3622,422,17.365,56,131668.00068660412
tert-Hexadecanethiol,INNOVATOR.csv,INNOVATOR,17.45545,425,17.465,113,282289.7688958259
"Hexadecane, 1,1-bis(dodecyloxy)-",INNOVATOR.csv,INNOVATOR,17.5069,426,17.497,69,76673.9960590852
"2,6-Dihydroxyacetophenone, 2TMS derivative",INNOVATOR.csv,INNOVATOR,17.5519166666667,428,17.552,135,31156.02711633649
Pentadecane,INNOVATOR.csv,INNOVATOR,17.5905,429,17.574,281,2605177.156427811
"Octane, 1,1'-oxybis-",INNOVATOR.csv,INNOVATOR,17.6901666666667,433,17.713,57,1350588.1809528668
E-15-Heptadecenoic acid,INNOVATOR.csv,INNOVATOR,17.7577,434,17.748,168,19578.30529196006
"2,4-Di-tert-butylphenol",INNOVATOR.csv,INNOVATOR,17.7930666666667,435,17.783,57,342304.42951501056
"1-Hexadecanol, 2-methyl-",INNOVATOR.csv,INNOVATOR,17.9731166666667,440,17.944,43,50577.30565980674
tert-Hexadecanethiol,INNOVATOR.csv,INNOVATOR,18.031,442,18.028,59,35844.61809025122
"Hexadecane, 2,6,10,14-tetramethyl-",INNOVATOR.csv,INNOVATOR,18.10495,445,18.115,168,61236.801575557634
"Octadecane, 1-chloro-",INNOVATOR.csv,INNOVATOR,18.2142666666667,448,18.208,103,82336.50518778933
"1-Hexadecanol, 2-methyl-",INNOVATOR.csv,INNOVATOR,18.2785833333333,450,18.275,241,31672.5726995057
"Pentadecane, 2,6,10,14-tetramethyl-",INNOVATOR.csv,INNOVATOR,18.33325,452,18.33,141,8182.279420693002
"Dodecane, 5,8-diethyl-",INNOVATOR.csv,INNOVATOR,18.4264833333333,455,18.42,183,17290.74628078206
"Hexadecane, 1,1-bis(dodecyloxy)-",INNOVATOR.csv,INNOVATOR,18.6033333333333,461,18.594,70,89367.65126596887
Trifluoroacetoxy hexadecane,INNOVATOR.csv,INNOVATOR,18.67085,463,18.668,135,12698.920584576968
Hexadecane,INNOVATOR.csv,INNOVATOR,18.7512333333333,465,18.726,169,52879.483885602815
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",INNOVATOR.csv,INNOVATOR,18.8252,468,18.822,65,146865.02235855043
13-Heptadecyn-1-ol,INNOVATOR.csv,INNOVATOR,18.9313,472,18.925,177,138704.71598940002
"Dodecanoic acid, 1-methylethyl ester",INNOVATOR.csv,INNOVATOR,19.0534833333333,476,19.047,167,1854.2479503315044
"Heptadecane, 9-hexyl-",INNOVATOR.csv,INNOVATOR,19.1531666666667,479,19.163,75,41729.8962036105
"Benzene, (1-pentylhexyl)-",INNOVATOR.csv,INNOVATOR,19.1821,480,19.201,232,71935.28206362313
"Benzene, (1-butylheptyl)-",INNOVATOR.csv,INNOVATOR,19.2239,481,19.246,183,243980.46506590347
"Heptadecane, 9-hexyl-",INNOVATOR.csv,INNOVATOR,19.2528333333333,481,19.246,183,243980.46506590347
Benzophenone,INNOVATOR.csv,INNOVATOR,19.3139333333333,484,19.314,57,94851.9452069487
"Pentadecane, 8-hexyl-",INNOVATOR.csv,INNOVATOR,19.3911,487,19.413,105,794897.21410819
cis-1-Chloro-9-octadecene,INNOVATOR.csv,INNOVATOR,19.4329,488,19.436,69,11883.029178277333
"3,6-Dioxa-2,4,5,7-tetrasilaoctane, 2,2,4,4,5,5,7,7-octamethyl-",INNOVATOR.csv,INNOVATOR,19.4907666666667,490,19.481,71,346768.16304503905
"Benzene, (1-ethylnonyl)-",INNOVATOR.csv,INNOVATOR,19.5775833333333,493,19.561,85,101404.13796811942
tert-Hexadecanethiol,INNOVATOR.csv,INNOVATOR,19.63225,495,19.625,77,407154.5694073677
"1-Penten-3-one, 1-(2,6,6-trimethyl-1-cyclohexen-1-yl)-",INNOVATOR.csv,INNOVATOR,19.7254833333333,499,19.721,51,155960.2623101757
"1-Hexadecanol, 2-methyl-",INNOVATOR.csv,INNOVATOR,19.7737166666667,501,19.772,138,49727.30275273183
"Pentadecane, 8-hexyl-",INNOVATOR.csv,INNOVATOR,19.8444666666667,503,19.827,197,136018.2612650738
"Pentadecane, 2,6,10,14-tetramethyl-",INNOVATOR.csv,INNOVATOR,19.9119833333333,505,19.894,120,70069.59181713597
"Benzene, (1-methyldecyl)-",INNOVATOR.csv,INNOVATOR,19.9795,507,19.971,55,39641.43697246815
"2-Hydroxy-2-methyl-succinic acid, bis-(2-oxo-2-phenyl-ethyl ester",INNOVATOR.csv,INNOVATOR,20.0824,511,20.093,70,135040.16619182206
"Butan-1-one, 1-[4-(2-fluoro-4-nitrophenyl)-1-piperazinyl]-",INNOVATOR.csv,INNOVATOR,20.1531333333333,513,20.141,74,54800.17022517669
"Benzene, (1-pentylheptyl)-",INNOVATOR.csv,INNOVATOR,20.2335166666667,515,20.218,221,105980.64829662968
"1,3-di-iso-propylnaphthalene",INNOVATOR.csv,INNOVATOR,20.3106833333333,517,20.298,197,393695.14581573167
"Pentadecane, 8-hexyl-",INNOVATOR.csv,INNOVATOR,20.3975,521,20.41,198,201807.51165836767
"Heneicosane, 11-(1-ethylpropyl)-",INNOVATOR.csv,INNOVATOR,20.44895,523,20.461,85,79163.43946260706
"Cyclohexane, undecyl-",INNOVATOR.csv,INNOVATOR,20.5679166666667,527,20.567,85,127983.95860286892
"Heptadecane, 3-methyl-",INNOVATOR.csv,INNOVATOR,20.6097166666667,529,20.612,43,159608.8005869812
"Hexadecane, 1,1-bis(dodecyloxy)-",INNOVATOR.csv,INNOVATOR,20.78335,534,20.785,70,69319.83495315579
"Carbonic acid, bis(2-ethylhexyl) ester",INNOVATOR.csv,INNOVATOR,21.0116333333333,543,21.012,261,827848.9238571555
"3,6-Dioxa-2,4,5,7-tetrasilaoctane, 2,2,4,4,5,5,7,7-octamethyl-",INNOVATOR.csv,INNOVATOR,21.1756166666667,548,21.185,125,11127.703089680834
"Butanal, 3-methyl-",JAERLA.csv,JAERLA,2.8996,32,2.895,44,3438937.175121469
"Disulfide, dimethyl",JAERLA.csv,JAERLA,4.06998333333333,61,4.08,79,1017289.5678865288
Hexanal,JAERLA.csv,JAERLA,5.28216666666667,89,5.289,56,1453263.770499932
"Cyclotrisiloxane, hexamethyl-",JAERLA.csv,JAERLA,5.88343333333333,96,5.893,207,10088930.895730002
Styrene,JAERLA.csv,JAERLA,7.68403333333333,125,7.703,77,300872.69740285
Heptanal,JAERLA.csv,JAERLA,7.93483333333333,131,7.933,56,23735.858926349552
"(1R)-2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene",JAERLA.csv,JAERLA,8.7226,148,8.741,93,191647.17400998488
Benzaldehyde,JAERLA.csv,JAERLA,9.31743333333333,165,9.322,85,8447.617971994187
Dimethyl trisulfide,JAERLA.csv,JAERLA,9.52643333333333,172,9.542,79,307176.9182396139
"Cyclotetrasiloxane, octamethyl-",JAERLA.csv,JAERLA,10.0923333333333,192,10.089,281,6324848.853548373
Octanal,JAERLA.csv,JAERLA,10.1952333333333,195,10.179,59,38198.688239576
"1-Hexanol, 2-ethyl-",JAERLA.csv,JAERLA,10.6968333333333,209,10.699,92,12651.361380784096
Nonanal,JAERLA.csv,JAERLA,12.0794333333333,253,12.102,57,15564255.097451286
Decanal,JAERLA.csv,JAERLA,13.7064,300,13.703,120,16099.406969486416
Copaene,JAERLA.csv,JAERLA,16.2561666666667,383,16.259,74,76493.88441397858
"Naphthalene, 1,4-dimethyl-",JAERLA.csv,JAERLA,17.0921666666667,411,17.108,43,405782.9352732591
"2,4-Di-tert-butylphenol",JAERLA.csv,JAERLA,17.7931166666667,435,17.783,57,304280.30897534854
Hexadecane,JAERLA.csv,JAERLA,18.7512833333333,465,18.726,169,14910.786320732368
Benzophenone,JAERLA.csv,JAERLA,19.3139833333333,484,19.314,57,55056.187305570806
"2-Propanone, 1-methoxy-",SARPO MIRA.csv,SARPO MIRA,2.1859,10,2.183,45,14375061.237553507
"Butanal, 3-methyl-",SARPO MIRA.csv,SARPO MIRA,2.90291666666667,32,2.895,44,1939287.6256000048
"Disulfide, dimethyl",SARPO MIRA.csv,SARPO MIRA,4.0733,61,4.08,79,1556001.2921334456
Hexanal,SARPO MIRA.csv,SARPO MIRA,5.2855,89,5.289,56,2147331.2966654133
"Cyclotrisiloxane, hexamethyl-",SARPO MIRA.csv,SARPO MIRA,5.88676666666667,96,5.893,207,5954765.031398512
Benzaldehyde,SARPO MIRA.csv,SARPO MIRA,9.31755,165,9.322,85,5594.340310876201
Dimethyl trisulfide,SARPO MIRA.csv,SARPO MIRA,9.52655,172,9.542,79,213085.7942224873
"Furan, 2-pentyl-",SARPO MIRA.csv,SARPO MIRA,9.97348333333333,188,9.986,43,270036.6395653002
"Cyclotetrasiloxane, octamethyl-",SARPO MIRA.csv,SARPO MIRA,10.09245,192,10.089,281,3493963.9062928897
Octanal,SARPO MIRA.csv,SARPO MIRA,10.19535,195,10.179,59,24853.60382108556
"1-Hexanol, 2-ethyl-",SARPO MIRA.csv,SARPO MIRA,10.6969333333333,209,10.699,92,13175.591561104844
Acetophenone,SARPO MIRA.csv,SARPO MIRA,11.4557666666667,233,11.452,69,94318.38014044342
Nonanal,SARPO MIRA.csv,SARPO MIRA,12.0795333333333,253,12.102,57,14783528.673233343
Dodecane,SARPO MIRA.csv,SARPO MIRA,13.5971833333333,297,13.587,59,59474.168007120126
Decanal,SARPO MIRA.csv,SARPO MIRA,13.7065166666667,300,13.703,120,21567.221484534635
Tridecane,SARPO MIRA.csv,SARPO MIRA,15.0408833333333,343,15.031,55,84908.59983969541
Tetradecane,SARPO MIRA.csv,SARPO MIRA,16.3624,386,16.349,58,186633.90228403592
"2,4,7,9-Tetramethyl-5-decyn-4,7-diol",SARPO MIRA.csv,SARPO MIRA,16.5874666666667,393,16.591,84,35947.64644092301
"Nonanoic acid, 9-oxo-, methyl ester",SARPO MIRA.csv,SARPO MIRA,16.8254,401,16.825,105,21098.527175247094
"Octane, 1,1'-oxybis-",SARPO MIRA.csv,SARPO MIRA,17.69355,433,17.713,57,1118697.0766821937
1-Octadecanol,SARPO MIRA.csv,SARPO MIRA,18.6710166666667,463,18.668,135,8307.107078917588
Hexadecane,SARPO MIRA.csv,SARPO MIRA,18.7514,465,18.726,169,37083.83323486598
Benzophenone,SARPO MIRA.csv,SARPO MIRA,19.3108666666667,484,19.314,57,90482.54173586184
"2-Propanone, 1-methoxy-",VAN GOGH.csv,VAN GOGH,2.18268333333333,10,2.183,45,14184126.209400592
"Butanal, 3-methyl-",VAN GOGH.csv,VAN GOGH,2.89648333333333,32,2.895,44,3483484.7293287795
"Disulfide, dimethyl",VAN GOGH.csv,VAN GOGH,4.06686666666667,61,4.08,79,1025786.5543480002
"Cyclotrisiloxane, hexamethyl-",VAN GOGH.csv,VAN GOGH,5.88342288965105,96,5.893,207,7163437.522915517
Benzaldehyde,VAN GOGH.csv,VAN GOGH,9.31111666666667,165,9.322,85,11230.323963571636
Dimethyl trisulfide,VAN GOGH.csv,VAN GOGH,9.52333333333333,172,9.542,79,250608.92058278635
Phenol,VAN GOGH.csv,VAN GOGH,9.73875,179,9.751,43,38716.635929969554
"Furan, 2-pentyl-",VAN GOGH.csv,VAN GOGH,9.97026666666667,188,9.986,43,223969.01316888336
"Cyclotetrasiloxane, octamethyl-",VAN GOGH.csv,VAN GOGH,10.09245,192,10.089,281,4441949.501261389
Octanal,VAN GOGH.csv,VAN GOGH,10.1957364362022,195,10.179,59,37029.37247315348
"1-Hexanol, 2-ethyl-",VAN GOGH.csv,VAN GOGH,10.6969333333333,209,10.699,92,11235.869611745236
Acetophenone,VAN GOGH.csv,VAN GOGH,11.4493333333333,233,11.452,69,63046.087673549
Nonanal,VAN GOGH.csv,VAN GOGH,12.0795333333333,253,12.102,57,13145967.70038934
Benzoic acid,VAN GOGH.csv,VAN GOGH,13.3367333333333,290,13.349,105,2226235.6843353924
Dodecane,VAN GOGH.csv,VAN GOGH,13.5939666666667,297,13.587,59,70109.85703466453
Decanal,VAN GOGH.csv,VAN GOGH,13.7065,300,13.703,120,23603.358244881994
Tridecane,VAN GOGH.csv,VAN GOGH,15.0376666666667,343,15.031,55,118136.55663003362
Tetradecane,VAN GOGH.csv,VAN GOGH,16.3623833333333,386,16.349,58,191217.108261658
"2,4,7,9-Tetramethyl-5-decyn-4,7-diol",VAN GOGH.csv,VAN GOGH,16.5874666666667,393,16.591,84,52026.191546595626
"Octane, 1,1'-oxybis-",VAN GOGH.csv,VAN GOGH,17.69355,433,17.713,57,1379435.3112021878
Phenylmaleic anhydride,VAN GOGH.csv,VAN GOGH,18.15655,446,18.134,76,453642.7254843082
Trifluoroacetoxy hexadecane,VAN GOGH.csv,VAN GOGH,18.6710166666667,463,18.668,135,10860.84515400592
Hexadecane,VAN GOGH.csv,VAN GOGH,18.7514,465,18.726,169,55766.73123968492
Benzophenone,VAN GOGH.csv,VAN GOGH,19.3108666666667,484,19.314,57,124926.50961257816
Sulfur dioxide,ALTUS.csv,ALTUS,1.9957458731143,3,1.987,37,59347.76357729176
Propene,ALTUS.csv,ALTUS,2.01306687810509,4,2.012,64,1541550.2587224066
"2-Propanone, 1-methoxy-",ALTUS.csv,ALTUS,2.18143446042587,10,2.183,45,14863776.17511903
"Diazene, dimethyl-",ALTUS.csv,ALTUS,2.18830628139749,10,2.183,45,14863776.17511903
Ammonium acetate,ALTUS.csv,ALTUS,2.46346479897378,21,2.473,43,3670501.100114468
n-Hexane,ALTUS.csv,ALTUS,2.52017328481791,22,2.518,45,3812744.494172588
"Furan, 3-methyl-",ALTUS.csv,ALTUS,2.61178585560923,26,2.625,132,1707214.5216794591
"Butanal, 3-methyl-",ALTUS.csv,ALTUS,2.89960413096503,32,2.895,44,1298481.884573833
Propylene Glycol,ALTUS.csv,ALTUS,3.90433095530521,56,3.915,45,239498.7894966597
"Disulfide, dimethyl",ALTUS.csv,ALTUS,4.06915750143046,61,4.08,79,772448.3743189198
Toluene,ALTUS.csv,ALTUS,4.51045029093211,70,4.51,91,147965.56859301205
"Butanoic acid, 2-methyl-, methyl ester",ALTUS.csv,ALTUS,4.73640046768992,75,4.742,88,15004.540808049616
"Cyclotrisiloxane, hexamethyl-",ALTUS.csv,ALTUS,5.88440564450435,96,5.893,207,8282871.835366013
"Benzene, 1,3-dimethyl-",ALTUS.csv,ALTUS,7.14576796869927,115,7.167,91,112599.08113767626
Phenylethyne,ALTUS.csv,ALTUS,7.33419499326027,117,7.289,51,9139.750036721663
Styrene,ALTUS.csv,ALTUS,7.68337717025882,125,7.703,77,191925.1269665936
Heptanal,ALTUS.csv,ALTUS,7.9374949950859,131,7.933,56,16248.018067807556
"Tricyclo[2.2.1.0(2,6)]heptane, 1,3,3-trimethyl-",ALTUS.csv,ALTUS,8.71938588096494,148,8.741,93,145561.70523263147
Camphene,ALTUS.csv,ALTUS,9.06316743570531,156,9.061,191,41127.67870842681
Benzaldehyde,ALTUS.csv,ALTUS,9.31351093984436,165,9.322,85,5048.052348163071
Dimethyl trisulfide,ALTUS.csv,ALTUS,9.52562455499367,172,9.542,79,190475.0056067249
Phenol,ALTUS.csv,ALTUS,9.74478290372598,179,9.751,43,61235.01668739508
Benzonitrile,ALTUS.csv,ALTUS,9.84522548126451,183,9.838,82,422513.2090130185
"5-Hepten-2-one, 6-methyl-",ALTUS.csv,ALTUS,9.87776644590943,184,9.883,94,4682496.505966433
"Cyclotetrasiloxane, octamethyl-",ALTUS.csv,ALTUS,10.0925629252753,192,10.089,281,5884330.64436115
Decane,ALTUS.csv,ALTUS,10.1239193755205,193,10.118,191,483650.9613730879
Octanal,ALTUS.csv,ALTUS,10.1948648561994,195,10.179,59,63503.766597703
3-Carene,ALTUS.csv,ALTUS,10.3718018395643,200,10.381,57,59892.55256849311
"1-Hexanol, 2-ethyl-",ALTUS.csv,ALTUS,10.6965135509653,209,10.699,92,26685.712718861352
Eucalyptol,ALTUS.csv,ALTUS,10.7969147982808,212,10.792,154,203026.8283589127
Acetophenone,ALTUS.csv,ALTUS,11.4482083699685,233,11.452,69,92565.44140420192
"Benzoic acid, methyl ester",ALTUS.csv,ALTUS,11.9649088866892,249,11.954,44,191466.3192618019
Nonanal,ALTUS.csv,ALTUS,12.077816782362,253,12.102,57,12705775.21942954
1-Nonanol,ALTUS.csv,ALTUS,12.5559269036266,266,12.578,43,65542.75138970584
Decanal,ALTUS.csv,ALTUS,13.1533440808007,283,13.15,105,95777.81786956172
Dodecane,ALTUS.csv,ALTUS,13.5952497024413,297,13.587,59,146080.4830783643
Benzoic acid,ALTUS.csv,ALTUS,13.6413443944205,299,13.649,105,8949611.914500942
Decanal,ALTUS.csv,ALTUS,13.7085511637286,300,13.703,120,59860.761168476034
"2-Decenal, (E)-",ALTUS.csv,ALTUS,14.5457929928984,327,14.53,73,54876.73668398424
Tridecane,ALTUS.csv,ALTUS,15.0381787690657,343,15.031,55,100650.5724539937
"1,2-Benzenedicarboxylic acid",ALTUS.csv,ALTUS,15.4129845682444,355,15.411,69,99420.82329878864
"Naphthalene, 2-ethenyl-",ALTUS.csv,ALTUS,16.2816171398883,384,16.292,87,714481.091578733
Tetradecane,ALTUS.csv,ALTUS,16.3604437719113,386,16.349,58,190418.64812487637
"2,4,7,9-Tetramethyl-5-decyn-4,7-diol",ALTUS.csv,ALTUS,16.5908868581017,393,16.591,84,90964.31089425218
"Naphthalene, 1,3-dimethyl-",ALTUS.csv,ALTUS,17.0937779739406,411,17.108,43,540209.3070670646
Dimethyl phthalate,ALTUS.csv,ALTUS,17.164256846462,414,17.16,115,36202.17930123911
n-Tridecan-1-ol,ALTUS.csv,ALTUS,17.2943025276369,419,17.295,104,44733.83501490679
Pentadecane,ALTUS.csv,ALTUS,17.5906194035185,429,17.574,281,4103986.232260642
"Carbonic acid, bis(2-ethylhexyl) ester",ALTUS.csv,ALTUS,17.6920209849166,433,17.713,57,1301130.6862207088
Phenylmaleic anhydride,ALTUS.csv,ALTUS,18.1578049041685,446,18.134,76,780623.0993142151
Cyclohexadecane,ALTUS.csv,ALTUS,18.6697954742307,463,18.668,135,9007.526713923466
Hexadecane,ALTUS.csv,ALTUS,18.7511198068279,465,18.726,169,64148.26497986692
Diethyl Phthalate,ALTUS.csv,ALTUS,18.8092147768044,467,18.799,222,62749.443379116565
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",ALTUS.csv,ALTUS,18.8264105021255,468,18.822,65,215314.20446550412
"Dodecanoic acid, 1-methylethyl ester",ALTUS.csv,ALTUS,19.0527816901773,476,19.047,167,1505.47884171723
Benzophenone,ALTUS.csv,ALTUS,19.3103686285223,484,19.314,57,134430.38003575095
"Benzoic acid, phenyl ester",ALTUS.csv,ALTUS,19.5905401307218,494,19.599,91,417210.5479965375
1-Dodecanol,ALTUS.csv,ALTUS,19.7740529029603,501,19.772,138,49683.90050392577
"Pentadecane, 2,6,10,14-tetramethyl-",ALTUS.csv,ALTUS,19.913406918042,505,19.894,120,106599.1769162758
"Carbonic acid, bis(2-ethylhexyl) ester",ALTUS.csv,ALTUS,21.0306144104082,543,21.012,261,751244.9555711821
10-Methylanthracene-9-carboxaldehyde,ALTUS.csv,ALTUS,21.4726061307593,560,21.463,191,779166.4751679791
"Nonadecane, 3-methyl-",ALTUS.csv,ALTUS,22.5403007065128,597,22.533,129,44970.15286902892
Eicosane,ALTUS.csv,ALTUS,22.7976588121133,607,22.808,57,4558013.352655697
"2-Propanone, 1-methoxy-",ARDECHE.csv,ARDECHE,2.18598333333333,10,2.183,45,16101896.953368053
"Butanal, 3-methyl-",ARDECHE.csv,ARDECHE,2.90301666666667,32,2.895,44,1805478.76348468
"Disulfide, dimethyl",ARDECHE.csv,ARDECHE,4.07018333333333,61,4.08,79,528050.143857767
Hexanal,ARDECHE.csv,ARDECHE,5.2888,89,5.289,56,1407554.401908323
"Cyclotrisiloxane, hexamethyl-",ARDECHE.csv,ARDECHE,5.88686666666667,96,5.893,207,5573725.421069003
Benzaldehyde,ARDECHE.csv,ARDECHE,9.31765,165,9.322,85,20162.783119635547
Dimethyl trisulfide,ARDECHE.csv,ARDECHE,9.52663333333333,172,9.542,79,228780.4134328169
Phenol,ARDECHE.csv,ARDECHE,9.76136666666667,180,9.767,60,93378.87121309128
"Furan, 2-pentyl-",ARDECHE.csv,ARDECHE,9.97036666666667,188,9.986,43,328700.5204345408
"Cyclotetrasiloxane, octamethyl-",ARDECHE.csv,ARDECHE,10.0931971162174,192,10.089,281,3286843.627531482
Octanal,ARDECHE.csv,ARDECHE,10.1954333333333,195,10.179,59,21537.6030814458
"1-Hexanol, 2-ethyl-",ARDECHE.csv,ARDECHE,10.6970333333333,209,10.699,92,17209.034187899055
Eucalyptol,ARDECHE.csv,ARDECHE,10.7967,212,10.792,154,168155.6642578912
Nonanal,ARDECHE.csv,ARDECHE,12.0796333333333,253,12.102,57,17192421.49634161
Dodecane,ARDECHE.csv,ARDECHE,13.5972833333333,297,13.587,59,82515.89821685787
Decanal,ARDECHE.csv,ARDECHE,13.7066,300,13.703,120,24570.079773455647
Tridecane,ARDECHE.csv,ARDECHE,15.0377666666667,343,15.031,55,138927.25429567363
Tetradecane,ARDECHE.csv,ARDECHE,16.3624833333333,386,16.349,58,145299.10015261042
"2,4,7,9-Tetramethyl-5-decyn-4,7-diol",ARDECHE.csv,ARDECHE,16.5875666666667,393,16.591,84,73763.26657239592
"Octane, 1,1'-oxybis-",ARDECHE.csv,ARDECHE,17.6904333333333,433,17.713,57,656446.3733346518
"2,4-Di-tert-butylphenol",ARDECHE.csv,ARDECHE,17.7901,435,17.783,57,519706.45919027965
1-Nonadecene,ARDECHE.csv,ARDECHE,18.6711166666667,463,18.668,135,10461.773548177183
Hexadecane,ARDECHE.csv,ARDECHE,18.7515,465,18.726,169,20409.17185086136
Benzophenone,ARDECHE.csv,ARDECHE,19.3109666666667,484,19.314,57,74326.75322694489
Eicosane,ARDECHE.csv,ARDECHE,22.7996166666667,607,22.808,57,334518.483279173
"2-Propanone, 1-methoxy-",EL MUNDO.csv,EL MUNDO,2.18595,10,2.183,45,13011018.01870202
"Butanal, 3-methyl-",EL MUNDO.csv,EL MUNDO,2.89976666666667,32,2.895,44,2572608.89259786
"Disulfide, dimethyl",EL MUNDO.csv,EL MUNDO,4.07015,61,4.08,79,1250085.6277808086
"Cyclotrisiloxane, hexamethyl-",EL MUNDO.csv,EL MUNDO,5.88683333333333,96,5.893,207,3202269.132173139
Heptanal,EL MUNDO.csv,EL MUNDO,7.93821666666667,131,7.933,56,21871.961304332508
Benzaldehyde,EL MUNDO.csv,EL MUNDO,9.31914398605512,165,9.322,85,10004.20828222197
Phenol,EL MUNDO.csv,EL MUNDO,9.75058248820868,179,9.751,43,114585.29946767497
"Cyclotetrasiloxane, octamethyl-",EL MUNDO.csv,EL MUNDO,10.0925166666667,192,10.089,281,2185156.1707397364
Octanal,EL MUNDO.csv,EL MUNDO,10.1954,195,10.179,59,69811.86577484453
"1-Hexanol, 2-ethyl-",EL MUNDO.csv,EL MUNDO,10.697,209,10.699,92,24115.842904330333
Eucalyptol,EL MUNDO.csv,EL MUNDO,10.7966666666667,212,10.792,154,206833.3632457229
Acetophenone,EL MUNDO.csv,EL MUNDO,11.4526,233,11.452,69,119544.12584780574
Nonanal,EL MUNDO.csv,EL MUNDO,12.0796,253,12.102,57,14193079.794714317
Decanal,EL MUNDO.csv,EL MUNDO,13.7097833333333,300,13.703,120,76813.41313427023
"2-Propanol, 1-(2-butoxy-1-methylethoxy)-",EL MUNDO.csv,EL MUNDO,14.2596166666667,317,14.247,88,571607.0341179952
Phthalic anhydride,EL MUNDO.csv,EL MUNDO,15.4139166666667,355,15.411,69,97884.62635321172
Tetradecane,EL MUNDO.csv,EL MUNDO,16.3592333333333,386,16.349,58,166813.25371619005
"3-Eicosene, (E)-",EL MUNDO.csv,EL MUNDO,17.2916833333333,419,17.295,104,45357.8255710627
"2,4-Di-tert-butylphenol",EL MUNDO.csv,EL MUNDO,17.7900666666667,435,17.783,57,513070.01709283417
Phenylmaleic anhydride,EL MUNDO.csv,EL MUNDO,18.1566166666667,446,18.134,76,508951.28956391127
Hexadecane,EL MUNDO.csv,EL MUNDO,18.74825,465,18.726,169,27256.987704585303
Benzophenone,EL MUNDO.csv,EL MUNDO,19.3109333333333,484,19.314,57,107087.36295068768
Eicosane,EL MUNDO.csv,EL MUNDO,22.7963833333333,607,22.808,57,708149.6837688882
"2-Propanone, 1-methoxy-",FABULA.csv,FABULA,2.1892,10,2.183,45,15662548.446820589
"Butanal, 3-methyl-",FABULA.csv,FABULA,2.8998,32,2.895,44,4979893.735217151
"Disulfide, dimethyl",FABULA.csv,FABULA,4.07018333333333,61,4.08,79,2000808.8991668744
Hexanal,FABULA.csv,FABULA,5.28558333333333,89,5.289,56,1896646.050887348
"Cyclotrisiloxane, hexamethyl-",FABULA.csv,FABULA,5.88686666666667,96,5.893,207,2333963.6009222227
Heptanal,FABULA.csv,FABULA,7.93825,131,7.933,56,25041.595835762728
Benzaldehyde,FABULA.csv,FABULA,9.32097292960808,165,9.322,85,8593.389515006305
Dimethyl trisulfide,FABULA.csv,FABULA,9.52663333333333,172,9.542,79,118194.54847758348
Phenol,FABULA.csv,FABULA,9.75171666666667,179,9.751,43,73191.78916384245
"Furan, 2-pentyl-",FABULA.csv,FABULA,9.97036666666667,188,9.986,43,342714.1496391386
"Cyclotetrasiloxane, octamethyl-",FABULA.csv,FABULA,10.0957666666667,192,10.089,281,1563385.4501161862
Octanal,FABULA.csv,FABULA,10.19865,196,10.218,43,2758525.7225620663
"1-Hexanol, 2-ethyl-",FABULA.csv,FABULA,10.6970333333333,209,10.699,92,11472.834183194082
Acetophenone,FABULA.csv,FABULA,11.4526333333333,233,11.452,69,134356.75541548518
Nonanal,FABULA.csv,FABULA,12.0796333333333,253,12.102,57,19527090.253795136
Benzoic acid,FABULA.csv,FABULA,13.5104666666667,294,13.497,57,937309.7482000946
Decanal,FABULA.csv,FABULA,13.7098166666667,300,13.703,120,50455.19842762174
Phthalic anhydride,FABULA.csv,FABULA,15.41395,355,15.411,69,81304.95049812587
Tetradecane,FABULA.csv,FABULA,16.3592666666667,386,16.349,58,143136.28810780536
"2,4-Di-tert-butylphenol",FABULA.csv,FABULA,17.7901,435,17.783,57,431407.0967916546
Phenylmaleic anhydride,FABULA.csv,FABULA,18.1598666666667,447,18.182,51,378391.31194770266
Hexadecane,FABULA.csv,FABULA,18.7482833333333,465,18.726,169,20976.370351003257
Benzophenone,FABULA.csv,FABULA,19.3109666666667,484,19.314,57,81651.4636043051
"Carbonic acid, 2-ethylhexyl octyl ester",FABULA.csv,FABULA,21.0215333333333,543,21.012,261,715268.3280889689
Eicosane,FABULA.csv,FABULA,22.7996166666667,607,22.808,57,5893790.008383131
"2-Propanone, 1-methoxy-",FONTANE.csv,FONTANE,2.18915,10,2.183,45,14874536.743935514
"Butanal, 3-methyl-",FONTANE.csv,FONTANE,2.89975,32,2.895,44,2272115.8210586924
Pentanal,FONTANE.csv,FONTANE,3.31773333333333,46,3.315,44,965528.426450969
